hash,n_models,anim_tracks,in_swit,kind,example_parent_models
0x77A70231,20,0,0,mesh-node,vzoutpost_bld_guardtower_pr|vzoutpost_bld_guardtower
0xADC7264F,20,0,0,mesh-node,pr_veh_boat_jetski|civ_veh_boat_dinghy
0xB3FC7889,20,0,0,mesh-node,vzoutpost_bld_guardtower_pr|groutpost_bld_shackfuselage
0xB7F60973,20,0,0,mesh-node,vzoutpost_bld_guardtower_pr|groutpost_bld_shackfuselage
0xC945B282,20,0,20,destruction-piece,island_bld_fortress01|shanty_bld_housegroupsmall01
0xD4CE4AB0,20,0,20,destruction-piece,ocoutpost_wallgate|vzoutpost_wallgate
0x029BC1C6,19,0,0,mesh-node,global_env_palmtreebend02|jungle_env_plantlarge01
0x04492AA0,19,0,19,destruction-piece,0x07B982D6|oc_veh_semi_fueltrailer
0x06480D17,19,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0x1D1A949D,19,0,19,destruction-piece,cumana_bld_fortress01|caracas_bld_historical02
0x3D78CE21,19,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0x44A2FFFF,19,0,19,destruction-piece,island_bld_fortress01|shanty_bld_housegroupsmall01
0x65EAEB75,19,0,0,mesh-node,caracas_bld_governmentcorner01|maracaibo_bld_skyscraper02
0x683AB12D,19,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0x7E8ACAC3,19,0,19,destruction-piece,commercial_bld_firestation|aloutpost_bld_prison
0x833AC635,19,0,19,destruction-piece,caracas_bld_historical02|0x167D449D
0x93CEE871,19,0,19,destruction-piece,city_bld_segment16x16b|city_bld_standalone05
0x98B7F07C,19,0,17,destruction-piece,city_bld_corner32x32b|city_bld_corner16x16a
0xB7190B95,19,0,0,mesh-node,proutpost_bld_alarmtower|0x3A1B2723
0xBD6B8BC4,19,0,0,mesh-node,commercial_bld_firestation|aloutpost_bld_prison
0xC4432BD2,19,0,0,mesh-node,cumana_bld_fortress01|caracas_bld_historical02
0xC4DF9381,19,0,19,destruction-piece,city_bld_corner16x16a|commercial_bld_segment8x16e
0xCA2E8A71,19,0,0,mesh-node,vzoutpost_bld_guardtower_pr|industrial_bld_warehousesmall02
0x083EC7C4,18,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0x1A951889,18,0,18,destruction-piece,industrial_bld_warehousesmall02|industrial_bld_warehouse05
0x1EF1DFCA,18,0,0,mesh-node,jungle_env_treesmall01|jungle_env_treesmall03
0x201ED1FD,18,0,18,destruction-piece,industrial_bld_warehousesmall02|commercial_bld_segment8x8c
0x23F7AA66,18,0,0,mesh-node,industrial_bld_warehousesmall02|industrial_bld_warehouse05
0x24A6A428,18,0,17,destruction-piece,city_bld_corner32x32b|city_bld_corner16x16a
0x342C3BB7,18,0,18,destruction-piece,oc_veh_truck_ext|civ_veh_car_r90_limo
0x348642F7,18,0,0,mesh-node,global_env_palmtreebend02|global_env_palmtreebend01
0x38112EED,18,0,0,mesh-node,village_bld_house02|residential_bld_corner16x16a
0x4CC628FA,18,0,0,mesh-node,0x07B982D6|oc_veh_helicopter_wz10
0x79296D56,18,0,18,destruction-piece,caracas_bld_historical02|0x167D449D
0x7CF0FF2E,18,0,18,destruction-piece,village_bld_house02|residential_bld_corner16x16a
0xA947A202,18,0,0,mesh-node,vz_veh_tank_amx30_base|gr_veh_tank_m551sheridan
0xF1945164,18,0,0,mesh-node,mountain_bld_bunkerdestroyed|maracaibo_bld_skyscraper02
0xF19CE5B8,18,0,18,destruction-piece,village_bld_house02|residential_bld_corner16x16a
0xFE4DDE35,18,0,0,mesh-node,jungle_env_treesmall01|jungle_env_treesmall03
0x167B985B,17,0,0,mesh-node,vzoutpost_bld_barrackreinforced|vzoutpost_bld_barrack
0x183BA002,17,0,0,mesh-node,civ_veh_car_r90_limo|gr_veh_truck_m151_50cal
0x24A75CA4,17,0,0,mesh-node,0x19676216|0x3CAC72AB
0x2C9F4CEC,17,0,0,mesh-node,0x07B982D6|oc_veh_helicopter_wz10
0x3793C74B,17,0,17,destruction-piece,civ_veh_car_r90_limo|gr_veh_truck_m151_50cal
0x3EA9C429,17,0,0,mesh-node,0x19676216|0x3CAC72AB
0x48E8FDAB,17,0,17,destruction-piece,civ_veh_car_r90_limo|gr_veh_truck_m151_50cal
0x61CC5241,17,0,0,mesh-node,0x07B982D6|oc_veh_semi_fueltrailer
0x6278B755,17,0,17,destruction-piece,civ_veh_car_r90_limo|gr_veh_truck_m151_50cal
0x8AEFFE2D,17,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0x8E346D4D,17,0,17,destruction-piece,civ_veh_car_r90_limo|gr_veh_truck_m151_50cal
0x9822D19C,17,0,0,mesh-node,civ_veh_car_r90_limo|gr_veh_truck_m151_50cal
0x99C5121B,17,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0xA92E4168,17,0,0,mesh-node,pmc_veh_motorcycle_mattias|civ_veh_motorcycle_scooter
0xB4920F54,17,0,17,destruction-piece,village_bld_shacksmall01|groutpost_bld_shacktall01
0xBB89BF5A,17,0,0,mesh-node,city_bld_corner32x32b|cumana_bld_fortress01
0xC50199B0,17,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0xD8D845C7,17,0,17,destruction-piece,groutpost_bld_shackfuselage|caracas_bld_historical02
0xF096CB62,17,0,0,mesh-node,0x0307555E|vz_veh_tank_amx30_base
0x012EC09C,16,0,16,destruction-piece,0x167D449D|pmcoutpost_bld_hangar
0x041259C2,16,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0x05F65F7E,16,0,0,mesh-node,0x07B982D6|oc_veh_helicopter_wz10
0x151150CA,16,0,0,mesh-node,proutpost_bld_alarmtower|0x3A1B2723
0x19CA58C9,16,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x3A08AFD8,16,0,16,destruction-piece,outpost_bld_warehouse01|industrial_bld_warehouselarge02
0x3BE86AC0,16,0,0,mesh-node,caracas_bld_governmentcorner01|maracaibo_bld_skyscraper02
0x42D80B16,16,0,16,destruction-piece,city_bld_corner16x16a|commercial_bld_segment8x16e
0x48B5B749,16,0,0,mesh-node,industrial_bld_warehouse04|commercial_bld_supermarket
0x4C02246C,16,0,16,destruction-piece,industrial_bld_warehouse04|commercial_bld_supermarket
0x750A4CAD,16,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x8464243F,16,0,0,mesh-node,caracas_bld_governmentcorner01|maracaibo_bld_skyscraper02
0x9B47BF8D,16,0,0,mesh-node,outpost_bld_warehouse01|industrial_bld_warehouselarge02
0xBB2F3720,16,0,0,mesh-node,ch_veh_boat_destroyer|commercial_bld_supermarket
0xBFC7929E,16,0,15,destruction-piece,city_bld_corner32x32b|city_bld_corner16x16a
0xC0657B1C,16,0,0,mesh-node,0x07B982D6|oc_veh_helicopter_wz10
0xC9495047,16,0,0,mesh-node,global_env_palmtreebend02|global_env_palmtreebend01
0xC99DC09D,16,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xD03BD929,16,0,16,destruction-piece,caracas_bld_parquecentral03|city_bld_segment16x16c
0xDB2C4633,16,0,16,destruction-piece,0x167D449D|pmcoutpost_bld_hangar
0xF302C442,16,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xFACD3A87,16,0,0,mesh-node,city_bld_corner32x32b|city_bld_corner16x16a
0xFFC7F144,16,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x8C0EE937,15,1,0,mesh-node,0x07B982D6|0x13709C60
0x1367778B,15,0,15,destruction-piece,commercial_bld_firestation|commercial_bld_segment8x16e
0x17664A2B,15,0,15,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x1D4F731C,15,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x33289B09,15,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x34A47484,15,0,0,mesh-node,0x3CAC72AB|civ_veh_car_w12_sprint
0x3D309B49,15,0,15,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0x46108426,15,0,0,mesh-node,groutpost_bld_shackfuselage|proutpost_docka
0x6C4F57DE,15,0,15,destruction-piece,commercial_bld_firestation|aloutpost_bld_prison
0x7589A4A9,15,0,0,mesh-node,shanty_bld_housegroupsmall03|shanty_bld_apartment01
0x78CCA6A3,15,0,15,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x87D972A4,15,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x87F15893,15,0,0,mesh-node,city_bld_standalone05|aloutpost_bld_hanger
0x8D2E3FB7,15,0,15,destruction-piece,commercial_bld_firestation|aloutpost_bld_prison
0x8E8F94EB,15,0,15,destruction-piece,village_bld_food02|village_bld_shacksmall01
0x8EC23BD5,15,0,15,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x8F96690F,15,0,15,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x9120E03E,15,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x9DA97C9A,15,0,0,mesh-node,vzoutpost_bld_guardtower_pr|global_trafficlight01
0xA4FA927D,15,0,15,destruction-piece,commercial_bld_supermarket|margarita_bld_condo01
0xA50403DD,15,0,15,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xA998B636,15,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xB7B74863,15,0,0,mesh-node,0x07B982D6|oc_veh_helicopter_wz10
0xD06B9499,15,0,15,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xD7936361,15,0,15,destruction-piece,village_bld_house02|proutpost_bld_bunker
0xD8B557A4,15,0,0,mesh-node,global_env_bushlarge02|0x1CFDCEC5
0xF0B851CB,15,0,0,mesh-node,vzoutpost_bld_guardtower_pr|vzoutpost_bld_guardtower
0xF9950155,15,0,15,destruction-piece,vzoutpost_bld_guardtower_pr|global_trafficlight01
0xFC7BA7CC,15,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x01435921,14,0,14,destruction-piece,caracas_bld_historical02|caracas_bld_parquecentral03
0x0203DE52,14,0,0,mesh-node,jungle_env_treesmall01|jungle_env_treesmall03
0x02EA1FCF,14,0,14,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x1E4D9E94,14,0,14,destruction-piece,village_bld_house02|village_bld_housestilts04
0x2406526F,14,0,0,mesh-node,jungle_env_treesmall01|jungle_env_treesmall03
0x4B3A5E93,14,0,0,mesh-node,0x07B982D6|vz_veh_truck_m35
0x558BDAF6,14,0,14,destruction-piece,village_bld_house02|proutpost_bld_bunker
0x57BBC016,14,0,14,destruction-piece,civ_veh_motorcycle_scooter|0x19E2962E
0x60E4B819,14,0,14,destruction-piece,industrial_bld_warehousesmall02|commercial_bld_firestation
0x64ABA4BB,14,0,14,destruction-piece,estate_bld_mansion02|city_bld_skyscraper02
0x735D2FCD,14,0,0,mesh-node,0x07B982D6|vz_veh_truck_m35
0x76943CCF,14,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x7B39746C,14,0,0,mesh-node,estate_bld_mansion02|city_bld_skyscraper02
0x840B66BD,14,0,0,mesh-node,jungle_env_treesmall01|jungle_env_treesmall03
0x8EECAB36,14,0,14,destruction-piece,vz_veh_tank_amx30_base|gr_veh_tank_m551sheridan
0x9C1568A6,14,0,14,destruction-piece,pmcoutpost_bld_hangar|village_bld_plantation03
0xA2A012CF,14,0,0,mesh-node,global_env_palmtreebend02|jungle_env_plantlarge01
0xA5FF32D1,14,0,0,mesh-node,industrial_bld_warehouse05|aloutpost_bld_prison
0xA8A17B68,14,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xAC8D858E,14,0,14,destruction-piece,village_bld_shacksmall01|village_bld_hangar
0xD1E3186C,14,0,14,destruction-piece,commercial_bld_firestation|aloutpost_bld_prison
0xD50C7704,14,0,0,mesh-node,global_veh_rib36|civ_veh_boat_saltonsea
0xD76DF349,14,0,0,mesh-node,commercial_bld_firestation|aloutpost_bld_prison
0xDCEC65A0,14,0,0,mesh-node,global_env_palmtreebend02|jungle_env_plantlarge01
0xE290B0C2,14,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xE49CB644,14,0,14,destruction-piece,industrial_bld_warehouse05|aloutpost_bld_prison
0xF713684F,14,0,0,mesh-node,global_veh_rib36|civ_veh_boat_saltonsea
0xFB30F5C1,14,0,14,destruction-piece,0x167D449D|pmcoutpost_bld_hangar
0xFFB0CCD7,14,0,14,destruction-piece,commercial_bld_firestation|aloutpost_bld_prison
0x08EC87B1,13,0,13,destruction-piece,residential_bld_corner16x16a|caracas_rampgovernmentmid
0x1473D33B,13,0,13,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_w12_sprint
0x14DB3DDA,13,0,0,mesh-node,groutpost_bld_shackfuselage|vzoutpost_bld_garagebunker_pr
0x164914CE,13,0,13,destruction-piece,village_bld_house02|village_bld_housestilts04
0x16F19A22,13,0,0,mesh-node,jungle_env_treesmall01|jungle_env_treesmall03
0x16FA1CF6,13,0,13,destruction-piece,groutpost_bld_tentlargetarp03|village_bld_housestilts04
0x21202D3E,13,0,0,mesh-node,residential_bld_corner16x16a|caracas_rampgovernmentmid
0x22276254,13,0,0,mesh-node,city_bld_corner16x16a|industrial_bld_warehouse05
0x239580C6,13,0,13,destruction-piece,commercial_bld_segment8x16e|commercial_bld_supermarket
0x241ABBEC,13,0,13,destruction-piece,pmcoutpost_bld_hangar|village_bld_plantation03
0x2B44052D,13,0,0,mesh-node,civ_veh_boat_dinghy|global_veh_rib36
0x34E077B3,13,0,13,destruction-piece,global_veh_phoenix|pmc_veh_truck_cougar
0x39C3E272,13,0,0,mesh-node,civ_veh_car_r90_limo|civ_veh_car_w12_sprint
0x47391176,13,0,0,mesh-node,global_veh_rib36|civ_veh_boat_saltonsea
0x549E13ED,13,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|vz_veh_helicopter_mi35hind
0x56D6AE31,13,0,13,destruction-piece,commercial_bld_supermarket|shanty_bld_apartment01
0x5F0D093D,13,0,13,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_w12_sprint
0x5F4C013B,13,0,13,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_w12_sprint
0x602DCCF5,13,0,0,mesh-node,global_propanetanklargea|proutpost_fueltanks
0x6EEFA921,13,0,0,mesh-node,oilrig_cranelargea|oilrig_towerdrill
0x766F93C4,13,0,0,mesh-node,0x07B982D6|vz_veh_helicopter_mi35hind
0x787876AD,13,0,13,destruction-piece,global_veh_phoenix|pmc_veh_truck_cougar
0x797A6B4A,13,0,0,mesh-node,global_veh_phoenix|pmc_veh_truck_cougar
0x946415E5,13,0,13,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_w12_sprint
0x969E0178,13,0,13,destruction-piece,industrial_bld_warehouselarge02|maracaibo_bld_corner32x32b
0x96B233C5,13,0,13,destruction-piece,village_bld_hangar|merida_market02
0x9989A834,13,0,0,mesh-node,global_veh_phoenix|pmc_veh_truck_cougar
0x9DB6DE85,13,0,13,destruction-piece,global_veh_phoenix|pmc_veh_truck_cougar
0xAE34E7DE,13,0,13,destruction-piece,caracas_bld_parquecentral03|city_bld_segment16x16c
0xAE4664A7,13,0,13,destruction-piece,0x07B982D6|oc_veh_semi_fueltrailer
0xB9FAC5EC,13,0,0,mesh-node,civ_veh_car_r90_limo|civ_veh_car_w12_sprint
0xBE17DCC3,13,0,13,destruction-piece,village_bld_plantation03|margarita_bld_club01
0xC6B4847F,13,0,13,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0xCBDE6977,13,0,13,destruction-piece,residential_bld_corner16x16a|caracas_rampgovernmentmid
0xD87D62EE,13,0,13,destruction-piece,caracas_bld_historical02|caracas_bld_parquecentral03
0xDB9FE88C,13,0,13,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0xDE8EA493,13,0,13,destruction-piece,global_veh_phoenix|pmc_veh_truck_cougar
0xEDADDF1E,13,0,13,destruction-piece,aloutpost_bld_prison|city_bld_standalone05
0xF479243E,13,0,0,mesh-node,vzoutpost_bld_barrackreinforced|vzoutpost_bld_barrack
0xF84B242B,13,0,13,destruction-piece,village_bld_house02|village_bld_housestilts04
0x1761C4E0,12,0,0,mesh-node,0x1CFDCEC5|0x1D5D24CE
0x1E1CF111,12,0,12,destruction-piece,pmcoutpost_bld_hangar|village_bld_plantation03
0x238B2B6C,12,0,12,destruction-piece,vz_veh_helicopter_mi35hind|0x3177639B
0x3E47F5EF,12,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_tank_amx30_base
0x4F98004C,12,0,0,mesh-node,jungle_env_plantlarge01|global_env_bushlarge02
0x59748439,12,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x5A3406C8,12,0,0,mesh-node,vz_veh_apc_m113_command|ch_veh_tank_plz45b
0x5D9064BC,12,0,12,destruction-piece,village_bld_house02|proutpost_bld_bunker
0x73AB3434,12,0,0,mesh-node,industrial_bld_refinery06|industrial_bld_refinery01
0x78506AD9,12,0,12,destruction-piece,village_bld_house02|village_bld_housestilts04
0x81FE97A4,12,0,0,mesh-node,jungle_env_treesmall01|global_env_treeplaza03
0x85F834B5,12,0,12,destruction-piece,maracaibo_bld_corner32x32b|city_bld_segment32x32d
0x89893C90,12,0,12,destruction-piece,caracas_bld_parquecentral03|city_bld_segment16x16c
0x958744F1,12,0,0,mesh-node,city_bld_corner32x32b|cumana_bld_corner32x32b
0x9E52E542,12,0,12,destruction-piece,village_bld_house02|village_bld_housestilts04
0xACB017D0,12,0,12,destruction-piece,merida_market02|jungle_bld_ruinshotelfront
0xAD8F149B,12,0,12,destruction-piece,cumana_bld_fortress01|caracas_bld_historical02
0xB27EBA8C,12,0,0,mesh-node,global_env_palmtreebend02|global_env_palmtreebend01
0xB323545B,12,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xB366B8C7,12,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0xBC6AD0E6,12,0,12,destruction-piece,cumana_bld_fortress01|caracas_bld_historical02
0xC689A15C,12,0,0,mesh-node,groutpost_bld_tentlargetarp03|groutpost_bld_tentlargetarp02
0xC8817E29,12,0,12,destruction-piece,vz_veh_helicopter_alouetteiii|0x3177639B
0xD0375BFB,12,0,12,destruction-piece,caracas_bld_parquecentral03|groutpost_bld_earthmover
0xD39B5EC6,12,0,12,destruction-piece,groutpost_bld_shackfuselage|industrial_bld_warehouse05
0xDE6D4503,12,0,12,destruction-piece,cumana_bld_fortress01|caracas_bld_historical02
0xEA5342F7,12,0,0,mesh-node,global_veh_rib36|civ_veh_boat_saltonsea
0xEFCA9762,12,0,12,destruction-piece,groutpost_bld_shackcave04|aloutpost_bld_guardtowertall
0x03DD7400,11,0,0,mesh-node,0x0307555E|0x07B982D6
0x058AF2FF,11,0,0,mesh-node,aloutpost_interior_hq|ocoutpost_interior_job
0x11C1CA54,11,0,0,mesh-node,aloutpost_interior_hq|ocoutpost_interior_job
0x12F43B22,11,0,0,mesh-node,gr_veh_truck_m151_50cal|0x3CAC72AB
0x1E9E3735,11,0,0,mesh-node,vzoutpost_bld_barrackreinforced|vzoutpost_bld_barrack
0x28C0D839,11,0,11,destruction-piece,commercial_bld_segment8x8c|city_bld_standalone05
0x30526D28,11,0,0,mesh-node,vz_veh_truck_m35|vz_veh_truck_m35_aa
0x378DEA53,11,0,11,destruction-piece,village_bld_house02|caracas_rampgovernmentmid
0x3E26DBAA,11,0,0,mesh-node,global_propanetanklargea|proutpost_fueltanks
0x4A735367,11,0,0,mesh-node,vz_veh_tank_amx30_base|gr_veh_tank_m551sheridan
0x5DA770F7,11,0,11,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0x62EF341D,11,0,11,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_alouetteiii
0x7558513B,11,0,11,destruction-piece,island_bld_fortress01|city_bld_skyscraper03
0x7AD9BC48,11,0,0,mesh-node,vz_veh_tank_amx30_base|gr_veh_tank_m551sheridan
0x818416CE,11,0,11,destruction-piece,outpost_bld_warehouse01|merida_bld_universitydorm
0x82747812,11,0,0,mesh-node,vz_veh_apc_m113_command|gr_veh_tank_m551sheridan
0x82AA920C,11,0,0,mesh-node,vz_veh_apc_m113_command|gr_veh_tank_m551sheridan
0x8EB578EE,11,0,0,mesh-node,vzoutpost_bld_guardtower_pr|vzoutpost_bld_guardtower
0xA6224457,11,0,11,destruction-piece,village_bld_plantation03|margarita_bld_club01
0xA6ADFC7E,11,0,0,mesh-node,industrial_bld_warehouse04|commercial_bld_supermarket
0xAE577A20,11,0,11,destruction-piece,caracas_bld_parquecentral03|groutpost_bld_earthmover
0xB1867295,11,0,0,mesh-node,0x3CAC72AB|civ_veh_car_w12_sprint
0xBD95790A,11,0,11,destruction-piece,village_bld_house02|proutpost_bld_bunker
0xC6B9822E,11,0,11,destruction-piece,commercial_bld_segment8x8c|city_bld_standalone05
0xC8DE1983,11,0,0,mesh-node,oc_veh_semi_fueltrailer|civ_veh_boat_saltonsea
0xD297E005,11,0,11,destruction-piece,global_trafficlight01|ocoutpost_wallgate
0xD859FAD5,11,0,11,destruction-piece,caracas_bld_parquecentral03|groutpost_bld_earthmover
0xDF97ED27,11,0,11,destruction-piece,village_bld_house02|proutpost_bld_bunker
0xE11F83B2,11,0,11,destruction-piece,pmcoutpost_bld_hangar|merida_bld_pmcautoshop
0xE98FC79E,11,0,0,mesh-node,mountain_bld_bunkerdestroyed|ocoutpost_bld_hq
0xECE820B6,11,0,0,mesh-node,oilrig_towerdrill|industrial_bld_refinery06
0xF59DD2E3,11,0,11,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0xF632B2F1,11,0,11,destruction-piece,industrial_bld_warehouse04|commercial_bld_supermarket
0xFD133A7B,11,0,0,mesh-node,civ_veh_boat_saltonsea|vz_veh_helicopter_alouetteiii
0x03F1D480,10,0,0,mesh-node,0x07B982D6|oc_veh_semi_fueltrailer
0x09AEF125,10,0,10,destruction-piece,industrial_bld_warehousesmall02|commercial_bld_firestation
0x11F4BDBE,10,0,0,mesh-node,vzoutpost_bld_guardtower_pr|vzoutpost_bld_guardtower
0x1D8D6091,10,0,10,destruction-piece,vz_veh_helicopter_mi35hind|0x3177639B
0x1F6A3D5D,10,0,0,mesh-node,shanty_bld_housegroup05|industrial_bld_warehouselarge02
0x22050798,10,0,0,mesh-node,commercial_bld_firestation|pmcoutpost_bld_hqgarage
0x25CBD3FB,10,0,10,destruction-piece,industrial_bld_warehouse05|aloutpost_bld_prison
0x2B31861D,10,0,0,mesh-node,residential_bld_corner16x16a|pmcoutpost_bld_hqgarage
0x314B9994,10,0,0,mesh-node,pmc_veh_motorcycle_mattias|civ_veh_motorcycle_scooter
0x321E42B6,10,0,0,mesh-node,oilrig_towerdrill|pmcoutpost_bld_hqgarage
0x33F731DB,10,0,0,mesh-node,vzoutpost_bld_guardtower_pr|vzoutpost_bld_guardtower
0x35103FCF,10,0,10,destruction-piece,outpost_bld_warehouse01|industrial_bld_warehouselarge02
0x35B7BE41,10,0,10,destruction-piece,0x1282963C|vz_veh_truck_m35
0x3E725951,10,0,10,destruction-piece,cumana_bld_fortress01|caracas_bld_historical02
0x41644595,10,0,0,mesh-node,0x1CFDCEC5|0x1D5D24CE
0x485869B4,10,0,0,mesh-node,shanty_bld_housegroup05|industrial_bld_refinery01
0x5210DD74,10,0,10,destruction-piece,industrial_bld_warehousesmall02|commercial_bld_firestation
0x55A2E731,10,0,10,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0x599C3F4C,10,0,10,destruction-piece,village_bld_house02|village_bld_housestilts04
0x5AD11902,10,0,0,mesh-node,shanty_bld_housegroup05|industrial_bld_refinery01
0x71453ED8,10,0,0,mesh-node,outpost_bld_warehouse01|industrial_bld_warehouselarge02
0x7386DB57,10,0,10,destruction-piece,caracas_bld_parquecentral03|city_bld_segment16x16c
0x764417D3,10,0,0,mesh-node,industrial_bld_refinery06|industrial_bld_refinery01
0x7A5E5324,10,0,0,mesh-node,civ_veh_truck_transport|0x1282963C
0x7BA5619A,10,0,10,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0x7FE2C591,10,0,0,mesh-node,vz_veh_plane_tucano|al_veh_plane_predator
0x95C6BC0A,10,0,0,mesh-node,civ_veh_car_r90_limo|0x3CAC72AB
0x9C46923C,10,0,0,mesh-node,industrial_bld_refinery06|industrial_bld_refinery01
